RefId,IsBadBuy
73015,0.0634380066438
73016,0.0841375801085
73017,0.0549448397799
73018,0.14724683635
73019,0.587389520341
73020,0.0666370467137
73021,0.0704526720532
73022,0.10639027064
73023,0.0568626969338
73024,0.587514980861
73025,0.084878019176
73026,0.587301009913
73027,0.58742316487
73028,0.0731553624797
73029,0.0923824933533
73030,0.044497035291
73031,0.11126867122
73032,0.0421673492069
73033,0.0316465743539
73034,0.0493262821903
73035,0.0669823223513
73036,0.0636559216665
73037,0.0878445494865
73038,0.0832518897813
73039,0.168711467771
73040,0.00939030205058
73041,0.587384416454
73042,0.0310923073029
73043,0.102612421535
73044,0.150021226366
73045,0.0967795838885
73046,0.0439747416918
73047,0.160417859546
73048,0.148341029813
73049,0.0319825686701
73050,0.0406327357478
73051,0.130036165356
73052,0.587333464225
73053,0.587415709524
73054,0.0480419815716
73055,0.227103872906
73056,0.0820418252368
73057,0.0772359399685
73058,0.0892631284466
73059,0.0411025315117
73060,0.108400012699
73061,0.125876946133
73062,0.0470368960911
73063,0.0742337638468
73064,0.0223358135202
73065,0.0456970027106
73066,0.0266525015009
73067,0.046281509869
73068,0.107239681187
73069,0.0337500643893
73070,0.030539711236
73071,0.0864044361044
73072,0.0648819658736
73073,0.0892252930616
73074,0.0387305456258
73075,0.0910847480519
73076,0.0576173027385
73077,0.0150178950188
73078,0.136972044618
73079,0.195309743632
73080,0.0724099958881
73081,0.104056827448
73082,0.0594706856206
73083,0.0326938674402
73084,0.0708272954574
73085,0.0524445877276
73086,0.238945212757
73087,0.0720489393147
73088,0.05087892902
73089,0.107247369956
73090,0.145007429847
73091,0.0524382920251
73092,0.0325858120634
73093,0.0592702260008
73094,0.0723925408251
73095,0.222970226096
73096,0.0856124746292
73097,0.0730784185079
73098,0.0500088197304
73099,0.0349859042826
73100,0.0502220977976
73101,0.254213166747
73102,0.057886324109
73103,0.04370007807
73104,0.587417336389
73105,0.246870369991
73106,0.0640564509605
73107,0.266109168063
73108,0.035098582372
73109,0.139123492926
73110,0.144515635001
73111,0.0764674150695
73112,0.129378636723
73113,0.0890298788035
73114,0.105285276842
73115,0.0524445877276
73116,0.0587579385708
73117,0.0830571552325
73118,0.0873090732435
73119,0.587449032198
73120,0.587310982853
73121,0.104589700993
73122,0.0961977706476
73123,0.0351171370215
73124,0.159085779916
73125,0.0188141187583
73126,0.117352821449
73127,0.110422977427
73128,0.108083505828
73129,0.0445575374582
73130,0.0107958584811
73131,0.046859699714
73132,0.140120241816
73133,0.0522935118978
73134,0.107065098588
73135,0.0550499417422
73136,0.0716769939512
73137,0.587620416932
73138,0.130027800448
73139,0.0688822446456
73140,0.587612021801
73141,0.0643828942895
73142,0.0864621695041
73143,0.175756092659
73144,0.0460027454973
73145,0.0844140547929
73146,0.177147591928
73147,0.0896651962068
73148,0.048536613723
73149,0.0684400404768
73150,0.0633567942779
73151,0.22617675344
73152,0.0136000930049
73153,0.0685554533789
73154,0.130755587174
73155,0.0822338814804
73156,0.0473300397418
73157,0.0498519288604
73158,0.0546968969695
73159,0.0976250018564
73160,0.587241942586
73161,0.0663723564749
73162,0.587633203044
73163,0.0899218436776
73164,0.180312298467
73165,0.24652662588
73166,0.081612514209
73167,0.0560708894416
73168,0.0118029256812
73169,0.178533034368
73170,0.042007475847
73171,0.0722412725474
73172,0.153410680612
73173,0.0590253228916
73174,0.0614644801398
73175,0.0525711656828
73176,0.0921929736465
73177,0.10032625133
73178,0.0977296940454
73179,0.0358234538545
73180,0.102889307982
73181,0.217032937022
73182,0.0521777464736
73183,0.230783416501
73184,0.0287835413712
73185,0.227881330521
73186,0.0731038348867
73187,0.112474620499
73188,0.101996172421
73189,0.0718881980272
73190,0.124464211593
73191,0.587570156305
73192,0.587607851656
73193,0.0506868170421
73194,0.169329045183
73195,0.118839619473
73196,0.0699306368095
73197,0.58747291778
73198,0.0258023506591
73199,0.0687228997106
73200,0.121847583485
73201,0.180359219794
73202,0.587562165145
73203,0.0893274280814
73204,0.0673481674587
73205,0.144691124812
73206,0.059856347703
73207,0.148843761259
73208,0.0751466349522
73209,0.154565109894
73210,0.129251945204
73211,0.114918525291
73212,0.0598274398815
73213,0.0996794833765
73214,0.0937179626314
73215,0.162782908186
73216,0.0776590754331
73217,0.123088698153
73218,0.101025402913
73219,0.132964674485
73220,0.151437438185
73221,0.155482563689
73222,0.10096427374
73223,0.0551974334142
73224,0.0480699240895
73225,0.139051561413
73226,0.0774073166455
73227,0.0320549318563
73228,0.0882483909998
73229,0.0932171920481
73230,0.0548538483021
73231,0.0826165435689
73232,0.587616628064
73233,0.587585562689
73234,0.147487138585
73235,0.107918473451
73236,0.138093313851
73237,0.0669287856361
73238,0.0440357454648
73239,0.0771909172483
73240,0.0587574947759
73241,0.0326731397626
73242,0.0942648893827
73243,0.587518698382
73244,0.0265699953348
73245,0.134675188833
73246,0.587647019487
73247,0.0842812412019
73248,0.0279497514506
73249,0.0336930726606
73250,0.0395775669085
