RefId,IsBadBuy
73015,0.676496274897
73016,0.68103448889
73017,0.674628207891
73018,0.694770597483
73019,0.793780210028
73020,0.677198957347
73021,0.678036423599
73022,0.685892887721
73023,0.675050365059
73024,0.793811567306
73025,0.681196466953
73026,0.793758090082
73027,0.793788618708
73028,0.678629200135
73029,0.682836852774
73030,0.672324966295
73031,0.686955531249
73032,0.671810554467
73033,0.669483546087
73034,0.67339032718
73035,0.677274768532
73036,0.676544156912
73037,0.681845191603
73038,0.680840704977
73039,0.699419075878
73040,0.664538045011
73041,0.79377893445
73042,0.669360768112
73043,0.685069402179
73044,0.69537190613
73045,0.68379695048
73046,0.672209666874
73047,0.697623907982
73048,0.69500776694
73049,0.669557964426
73050,0.671471530689
73051,0.691036529856
73052,0.793766200647
73053,0.793786755393
73054,0.673107129219
73055,0.712042913379
73056,0.680575895286
73057,0.67952354494
73058,0.682155278884
73059,0.671575331469
73060,0.68633076098
73061,0.690133004283
73062,0.672885436723
73063,0.678865628899
73064,0.667418541374
73065,0.672589807899
73066,0.66837660348
73067,0.672718783607
73068,0.686077970453
73069,0.669949328485
73070,0.669238341529
73071,0.681530311845
73072,0.676813509072
73073,0.682147009518
73074,0.671051113145
73075,0.682553346191
73076,0.67521641552
73077,0.665791614694
73078,0.692542216727
73079,0.705170958743
73080,0.67846575435
73081,0.685384310191
73082,0.675624125904
73083,0.669715485078
73084,0.678118609651
73085,0.67407756209
73086,0.714603449913
73087,0.678386571662
73088,0.673732576796
73089,0.686079645686
73090,0.694285120841
73091,0.674076175127
73092,0.66969155766
73093,0.675580036983
73094,0.678461926451
73095,0.71114932317
73096,0.681357113054
73097,0.678612328874
73098,0.673540794993
73099,0.670222859608
73100,0.673587807676
73101,0.717907346539
73102,0.67527560632
73103,0.672149027039
73104,0.793787161994
73105,0.716318000255
73106,0.676632158215
73107,0.720484221299
73108,0.67024779433
73109,0.693009021856
73110,0.694178491054
73111,0.67935516456
73112,0.690893723665
73113,0.682104298512
73114,0.685652076678
73115,0.67407756209
73116,0.675467355534
73117,0.68079809367
73118,0.681728120194
73119,0.793795083827
73120,0.793760582366
73121,0.685500467839
73122,0.683669955678
73123,0.670251900247
73124,0.697335475815
73125,0.666636034531
73126,0.688279710263
73127,0.686771374996
73128,0.686261811211
73129,0.672338321511
73130,0.664851341276
73131,0.672846346559
73132,0.693225251346
73133,0.674044279028
73134,0.686039931745
73135,0.674651347863
73136,0.67830499458
73137,0.793837922454
73138,0.691034713186
73139,0.677691825661
73140,0.793835823888
73141,0.676703876009
73142,0.681542936877
73143,0.700943152111
73144,0.672657274631
73145,0.681094973078
73146,0.701244127557
73147,0.682243151882
73148,0.673216210092
73149,0.677594771771
73150,0.676478429666
73151,0.711842484226
73152,0.665475996304
73153,0.677620103219
73154,0.691192765051
73155,0.680617928971
73156,0.672950101439
73157,0.673506210102
73158,0.674573616779
73159,0.683981460269
73160,0.793743329339
73161,0.677140836132
73162,0.793841118682
73163,0.682299239432
73164,0.701928564178
73165,0.716243616683
73166,0.680481929907
73167,0.67487609644
73168,0.66507573145
73169,0.701543772233
73170,0.671775241886
73171,0.678428752688
73172,0.69610631168
73173,0.675526170398
73174,0.6760625277
73175,0.674105447154
73176,0.682795454335
73177,0.684570818128
73178,0.68400430711
73179,0.670408184195
73180,0.685129774543
73181,0.709865985334
73182,0.674018774265
73183,0.712838435842
73184,0.668849140508
73185,0.712210992449
73186,0.678617901873
73187,0.687218094637
73188,0.684935025115
73189,0.678351317805
73190,0.689825999271
73191,0.793825358831
73192,0.793834781465
73193,0.673690236715
73194,0.699552711661
73195,0.688603123922
73196,0.677921886769
73197,0.793801053775
73198,0.6681880114
73199,0.677656854107
73200,0.689257220169
73201,0.70193871118
73202,0.793823361337
73203,0.682169332188
73204,0.677355089768
73205,0.694216540945
73206,0.675708942306
73207,0.695116727039
73208,0.679065724858
73209,0.696356395769
73210,0.690866206659
73211,0.687750043546
73212,0.675702585042
73213,0.684429731397
73214,0.683128530499
73215,0.698135934794
73216,0.679616240657
73217,0.689527027542
73218,0.684723314422
73219,0.69167242167
73220,0.695678789296
